Rank,ACNo,CandidateName,PartyAbbreviation,VotesPolled,PercVotesPolled
10,225,SURESH PANDIAN. S,IND,555,0.32
11,225,S. ESWARI,BSP,416,0.24
12,225,A.VELMURUGAN,AIFB,390,0.23
13,225,E. GANESAN,TMMK,281,0.16
14,225,D. JEBARATHINAM,IND,223,0.13
15,225,N. BALASUBRAMANIAN,IND,197,0.11
16,225,MARIMUTHUMAHESH,IND,196,0.11
17,225,M. MANOHAR,IND,141,0.08
18,225,ASHA SUNDAR,IND,136,0.08
19,225,R. CHARLES,IND,122,0.07
20,225,A. VENKATESH,IND,117,0.07
1,226,MOHIDEEN KHANT.P.M,DMK,67463,43.62
2,226,HYDER ALI S.K.A,ADMK,51591,33.36
3,226,NIZAM MOHIDEEN K.M.A,MDMK,12593,8.14
4,226,NIRMAL SINGH YADAV .M,BJP,7063,4.57
5,226,SHAHUL HAMEED K.S,SDPI,7008,4.53
6,226,None of the Above,NOTA,2947,1.91
7,226,ARUMUGA NAINAR .S,ntk,2592,1.68
8,226,NISHTHAR ALI .S,PMK,1315,0.85
9,226,KANNAN .P,TMMK,517,0.33
10,226,ANSAR .M,IND,479,0.31
11,226,SUBRAMANIAN .S,IND,334,0.22
12,226,PHINEHAS RATHINAM .P,IND,302,0.2
13,226,DAVID JEBA RAJ .V,IND,189,0.12
14,226,MURUGAIAH .M,IND,169,0.11
15,226,AHAMED,IND,86,0.06
1,227,VASANTHAKUMAR. H,INC,74932,43.45
2,227,VIJAYAKUMAR. M,ADMK,57617,33.41
3,227,SURESH ALIAS KASINIVENDAN . S,AIFB,14203,8.24
4,227,JEYABALAN. K,DMDK,9446,5.48
5,227,MANIKANDAN.V,BJP,6609,3.83
6,227,KARVANNAN. E,ntk,2325,1.35
7,227,ESSAKKIMUTHU.V,IND,1903,1.1
8,227,None of the Above,NOTA,1399,0.81
9,227,THIRUPPATHI . S,PMK,660,0.38
10,227,JEGADEESAN. P,IND,559,0.32
11,227,THANGESWARAN.P,BSP,533,0.31
12,227,SUDALAIKANNU. A,IND,523,0.3
13,227,LINGADURAI. T,VTIP,434,0.25
14,227,ASHOK. M,EDP,404,0.23
15,227,MURUGAN. S,IND,391,0.23
16,227,KANNAN. S,TMMK,315,0.18
17,227,UKENDRAN.K,IND,217,0.13
1,228,I. S. INBADURAI,ADMK,69590,40.62
2,228,M. APPAVU,DMK,69541,40.59
3,228,S. KANI AMUDHA,BJP,11131,6.5
4,228,S. SIVANANAINTHA PERUMAL,DMDK,8362,4.88
5,228,S. P. UDAYAKUMAR,IND,4891,2.85
6,228,S. LOBIN,ntk,3125,1.82
7,228,None of the Above,NOTA,1821,1.06
8,228,V. RAJIV,IND,835,0.49
9,228,S. GURUNATHAN,PMK,501,0.29
10,228,N. KANNAN,BSP,474,0.28
11,228,S. SUBASH,SHS,287,0.17
12,228,R. P. S. KARTHEESAN,IND,203,0.12
13,228,V. MARY GRACY,IND,200,0.12
14,228,MUTHU SELVI,IND,150,0.09
15,228,S. GANESAMOORTHY,IND,118,0.07
16,228,DURAISELVAN,IND,108,0.06
1,229,AUSTIN. S,DMK,89023,42.41
2,229,THALAVAI SUNDARAM. N,ADMK,83111,39.59
3,229,MEENA DEV. M,BJP,24638,11.74
4,229,AATHILINGA PERUMAL. D,DMDK,6914,3.29
5,229,BALASUBRAMANIAM. V,ntk,1732,0.83
6,229,None of the Above,NOTA,1570,0.75
7,229,HILMAN BRUCE EDWIN. S,PMK,712,0.34
8,229,VETTIVELAYUTHAPERUMAL. P,IND,526,0.25
9,229,SANKARARAMAMURTHY. P,BSP,481,0.23
10,229,SREETHARAN. R,IND,331,0.16
11,229,KUMARESAN. T,IND,285,0.14
12,229,MAKESH. N,IND,165,0.08
13,229,RAGHUNATHAN. A,IND,125,0.06
14,229,JOHNSON. D,IND,124,0.06
15,229,RAJESH KANNAN. S,GMI,100,0.05
16,229,BAVANI. V,IND,87,0.04
1,230,SURESH RAJAN N,DMK,67369,38.87
2,230,GANDHI M.R,BJP,46413,26.78
3,230,NANJIL MURUGESAN. A,ADMK,45824,26.44
4,230,CHRISTIN RANI S,MDMK,5803,3.35
5,230,DHANAM P.M,ntk,1855,1.07
6,230,None of the Above,NOTA,1802,1.04
7,230,DR. JACKSON M.S,DCLF,1411,0.81
8,230,RAJESH S.M,IND,649,0.37
9,230,GEORGE M,PMK,527,0.3
10,230,KANNAN M,CPIM,216,0.12
11,230,ANDRUZ A,BSP,216,0.12
12,230,MURUGESAN T,IND,202,0.12
13,230,SATHESH S,IND,174,0.1
14,230,KATHIRESAN R,GMI,154,0.09
15,230,SUBI,FIP,147,0.08
16,230,ESAKKIMUTHU,IND,131,0.08
17,230,SURESH S,tavk,130,0.08
18,230,ANITHA SWEETY G,IND,125,0.07
19,230,GANDHI L,IND,109,0.06
20,230,NAGOOR MEERAN PEER MOHAMED. U,IND,67,0.04
1,231,PRINCE  J.G.,INC,67195,40.19
2,231,RAMESH P,BJP,41167,24.62
3,231,PATCHAIMAL K.T.,ADMK,39218,23.46
4,231,SAMBATHCHANDRA R.,MDMK,12909,7.72
5,231,PRABAHARAN T.,ntk,2281,1.36
6,231,None of the Above,NOTA,1593,0.95
7,231,ANTHONYMUTHU,CPI(ML)(L),1000,0.6
8,231,ALEXANDERRAJKUMAR A,PMK,772,0.46
9,231,SELVARAJ M,IND,339,0.2
10,231,AAKHASHDHEV M,GMI,277,0.17
11,231,CHRISTOPHER M.,IND,230,0.14
12,231,NAGARAJAN K.,IND,224,0.13
1,232,MANO THANGARAJ T,DMK,76249,47.2
2,232,RAJENDRA PRASAD K P,ADMK,35344,21.88
3,232,SHEEBA PRASAD SU,BJP,31994,19.8
4,232,JEGANATHAN D,DMDK,13185,8.16
5,232,None of the Above,NOTA,1359,0.84
6,232,ARUL SELESTIN RAJ,ntk,826,0.51
7,232,VELUDHAS M P,IND,588,0.36
8,232,V M JEGADEV,SHS,445,0.28
9,232,SHAJU V,PMK,410,0.25
10,232,DURAIRAJ S,IND,306,0.19
11,232,RAJENDRA PRASATH  V,IND,270,0.17
12,232,AMALA RAJESH A,PPIS,213,0.13
13,232,RAJU S,IND,162,0.1
14,232,SUNIL RAJ T,FIP,106,0.07
15,232,SHAJIN S,TSC,103,0.06
1,233,VIJAYADHARANI S,INC,68789,42.43
2,233,DHARMARAJ C,BJP,35646,21.98
3,233,CHELLASWAMY R,CPM,25821,15.93
4,233,NANJIL DOMENIC SAVIO GEORGE,ADMK,24801,15.3
5,233,None of the Above,NOTA,1149,0.71
6,233,SHIBU T,BSP,955,0.59
7,233,MANIKANDAN P,ntk,734,0.45
8,233,JOSEPRABHU K,IND,572,0.35
9,233,JOHNCHRISTOPHER T,JD(S),518,0.32
10,233,VENKADEASAN K,IND,485,0.3
11,233,DAVIDRAJ N,IND,422,0.26
12,233,HARIHARAN R,PMK,398,0.25
13,233,JOHNSON N,SHS,383,0.24
14,233,RAMESH A,IND,344,0.21
15,233,SUGUNAN T,IND,262,0.16
16,233,WILSON I,VTK,238,0.15
17,233,ARULCHANDRAN R,IND,218,0.13
18,233,MOHANKUMAR M,IND,215,0.13
19,233,RAJESH KUMAR K,IND,189,0.12
1,234,RAJESH KUMAR S,INC,77356,50.47
2,234,PON. VIJAYARAGAVAN,BJP,31061,20.27
3,234,MARY KAMALABAI A,ADMK,25862,16.87
4,234,KUMARADAS D,TMC(M),13704,8.94
5,234,RETHNAMMAL T,ntk,1328,0.87
6,234,None of the Above,NOTA,1142,0.75
7,234,ALEXANDER J,PMK,615,0.4
8,234,HENRY J,IND,341,0.22
9,234,RAJESH M,IND,325,0.21
10,234,RATHISH P,IND,303,0.2
11,234,VATHANA NISHA J,IND,292,0.19
12,234,SUNIL BABU K,IND,282,0.18
13,234,THANKAMONY C,ICF,253,0.17
14,234,PAL RAJ M,IND,247,0.16
15,234,DHANAPAUL P,CPIM,162,0.11
